VENDOR,CW_SKU,VENDOR_SKU,SKU_MATCH_KEY,CONTRACT_COST_RATE,CW_RETAIL_RATE,VENDOR_UNIT_PRICE,CW_UNIT_PRICE,MAPPING_NOTES
Auvik,,RM - ASM - 1000 - Committed,AUVIK_CW_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,RM - ASM - 250 - Committed,AUVIK_CW_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,RM - ASM - 100 - Committed,AUVIK_CW_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Auvik SaaS Management,AUVIK_CW_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Auvik SaaS Management - Evergreen,AUVIK_CW_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,RM - ASM - 250 - Overage,AUVIK_CW_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Auvik SaaS Management Evergreen,AUVIK_CW_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,RM - ASM - 1000 - Overage,AUVIK_CW_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,RM - ASM - 100 - Overage,AUVIK_CW_ASM,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,AUVIK-ESSENTIALS,,AUVIK_CW_ESSENTIALS,,,10.5,17.49,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,AUVIK-INVENT-BILLING,,AUVIK_CW_ESSENTIALS,,,,,2026-08-30-b: pruned+CMS-retag: added ConnectWise Invent Billing for Auvik Networks (active in Zuora)
Auvik,AVNMM10,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,AVNMM100,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,AVNMM250,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,AVNMM40,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,AVNMM500,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CULIC-SAAS1007010001,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CULICSAS100600MCMP18,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CWAN M-0,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CWAN M-1,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CWANNMM0,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CWANNMM1,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CWANNMM2,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CWANNMM3,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CWANNMM4,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CWANNMM5,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,CWANNMM7,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,SRM-SAM-MSP,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,SwO-3P-UMM-RMM-SAAS-ADVNETKM,,AUVIK_CW_ESSENTIALS,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,,ERM-ANM-1000 Auvik Essentials -- Overage,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Auvik Flow Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-1 Committed Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Free of Charge,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-2 Committed Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Essentials,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Billable Devices - Additional,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Auvik MSP Monthly Plan Fee,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-100 Auvik Essentials -- Overage,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-100 Auvik Essentials -- Committed,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-3 Committed Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-10 Auvik Essentials -- Overage,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-5 Additional Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-175 Auvik Essentials -- Committed,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Billable Devices Added to Plan,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Essentials Evergreen,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-500 Auvik Essentials -- Overage,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-0 Additional Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-1 Additional Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-3 Additional Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,MSP Monthly Free Trial,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-75 Auvik Essentials -- Committed,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Billable Devices - Promo,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Essentials - Evergreen,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-250 Auvik Essentials -- Overage,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-7 Additional Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-500 Auvik Essentials -- Committed,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-0 Committed Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-40 Auvik Essentials -- Overage,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-4 Committed Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-250 Auvik Essentials -- Committed,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-5 Committed Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-40 Auvik Essentials -- Committed,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Usage - Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-10 Auvik Essentials -- Committed,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-2 Additional Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-75 Auvik Essentials -- Overage,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-7 Committed Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-4 Additional Billable Devices,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-1000 Auvik Essentials -- Committed,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ERM-ANM-175 Auvik Essentials -- Overage,AUVIK_CW_ESSENTIALS,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,AUVIK-PRM-ANM-NEW-BUSSINESS,,AUVIK_CW_PERFORMANCE,,,17.5,27.5,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,AUVIKPERFORMANCADDON,,AUVIK_CW_PERFORMANCE,,,7.0,11.66,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,AVADDON10,,AUVIK_CW_PERFORMANCE,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,AVADDON100,,AUVIK_CW_PERFORMANCE,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,AVADDON40,,AUVIK_CW_PERFORMANCE,,,,,Seed-derived Auvik CW SKU from seed__product_categorization (2026-08-30 rebuild)
Auvik,,PARM-ANM-100 Auvik Performance Add On -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-3 Additional Performance Add-Ons,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Full Performance - Evergreen,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Full Performance Evergreen,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-175 Auvik Performance Add On -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-10 Auvik Essentials -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-100 Auvik Essentials -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-1000 Auvik Essentials -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-250 Auvik Essentials -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-250 Auvik Performance -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,Performance Add-On - Promo,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-750 Auvik Essentials -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-0 Committed Performance Add-Ons,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-175 Auvik Performance Add On,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-5 Committed Performance Add-Ons,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-40 Auvik Essentials -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-2 Committed Performance Add-Ons,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-500 Auvik Performance -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-175 Auvik Essentials -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-250 Auvik Essentials -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-10 Auvik Performance -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-0 Additional Performance Add-Ons,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-100 Auvik Performance -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-10 Auvik Performance Add On -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-10 Auvik Performance -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-40 Auvik Performance Add On -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-40 Auvik Performance -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Performance Add-on,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-40 Auvik Performance Add On,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-750 Auvik Performance Add On -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-1000 Auvik Essentials -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-4 Additional Performance Add-Ons,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-75 Auvik Essentials -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-3 Committed Performance Add-Ons,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-1000 Auvik Performance Add On -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-175 Auvik Essentials -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-75 Auvik Essentials -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-750 Auvik Essentials -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-500 Auvik Essentials -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Performance Add-Ons - Evergreen,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-500 Auvik Essentials -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-750 Auvik Performance Add On,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-100 Auvik Performance Add On,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-500 Auvik Performance -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-100 Auvik Performance -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-500 Auvik Performance Add On,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-100 Auvik Essentials -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-10 Auvik Essentials -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-10 Auvik Performance Add On,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Performance Add-On Evergreen,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-250 Auvik Performance Add On,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,EPRM-ANM-40 Auvik Essentials -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-250 Auvik Performance -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-1 Additional Performance Add-Ons,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PRM-ANM-40 Auvik Performance -- Committed,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-250 Auvik Performance Add On -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-1 Committed Performance Add-Ons,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,ANM Performance Add-Ons,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,CWANM-2 Additional Performance Add-Ons,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-75 Auvik Performance Add On -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Auvik,,PARM-ANM-500 Auvik Performance Add On -- Overage,AUVIK_CW_PERFORMANCE,,,,,2026-08-30: rebuilt vendor_product map from AUVIK_USAGE
Bitdefender,BTS-AUD-M01-TADL17106A,BTS-AUD-M01-TADL17106A,ATS,0.55,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-CAD-M01-TADL17106A,BTS-CAD-M01-TADL17106A,ATS,0.55,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-UKD-M01-TADL17106A,BTS-UKD-M01-TADL17106A,ATS,0.55,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-USD-M01-TADL17106A,BTS-USD-M01-TADL17106A,ATS,0.55,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-USD-M02-TADL17106A,BTS-USD-M02-TADL17106A,ATS,0.55,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-USD-M03-TADL17106A,BTS-USD-M03-TADL17106A,ATS,0.55,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-USD-M04-TADL17106A,BTS-USD-M04-TADL17106A,ATS,0.55,,,,Pattern-matched from royalties product_description.
Bitdefender,CU-BITDF-ADV-THREAT,CU-BITDF-ADV-THREAT,ATS,0.55,,,,Advanced Threat Security standalone.
Bitdefender,DL17106A00A-EN-D,DL17106A00A-EN-D,ATS,0.55,0.55,0.55,1.19,Pattern-matched from royalties product_description.
Bitdefender,DL17106A00B-EN-D,DL17106A00B-EN-D,ATS,0.55,0.55,0.55,1.11,Pattern-matched from royalties product_description.
Bitdefender,DL17106A00C-EN-D,DL17106A00C-EN-D,ATS,0.55,0.55,0.55,1.03,Pattern-matched from royalties product_description.
Bitdefender,SwO-3P-CYBR-SOLP-SAAS-ADVTHRET,SwO-3P-CYBR-SOLP-SAAS-ADVTHRET,ATS,0.55,,0.55,1.1,Pattern-matched from royalties product_description.
Bitdefender,,BP_2765_ATS,ATS,,,,,Auto-mapped from BP invoice SKU family
Bitdefender,BTS-AUD-M01-TADL17107A,BTS-AUD-M01-TADL17107A,ATS_EDR,1.05,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-CAD-M01-TADL17107A,BTS-CAD-M01-TADL17107A,ATS_EDR,1.05,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-UKD-M01-TADL17107A,BTS-UKD-M01-TADL17107A,ATS_EDR,1.05,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-UKD-M02-TADL17107A,BTS-UKD-M02-TADL17107A,ATS_EDR,1.05,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-USD-M01-TADL17107A,BTS-USD-M01-TADL17107A,ATS_EDR,1.05,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-USD-M02-TADL17107A,BTS-USD-M02-TADL17107A,ATS_EDR,1.05,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-USD-M03-TADL17107A,BTS-USD-M03-TADL17107A,ATS_EDR,1.05,,,,Pattern-matched from royalties product_description.
Bitdefender,BTS-USD-M04-TADL17107A,BTS-USD-M04-TADL17107A,ATS_EDR,1.05,,,,Pattern-matched from royalties product_description.
Bitdefender,CU-BITDF-ATS-AND-EDR,CU-BITDF-ATS-AND-EDR,ATS_EDR,1.05,,,,ATS & EDR usage overage.
Bitdefender,DL17107A00A-EN-D,DL17107A00A-EN-D,ATS_EDR,1.05,1.05,1.05,1.98,Pattern-matched from royalties product_description.
Bitdefender,DL17107A00B-EN-D,DL17107A00B-EN-D,ATS_EDR,1.05,1.05,1.05,1.98,Pattern-matched from royalties product_description.
Bitdefender,DL17107A00C-EN-D,DL17107A00C-EN-D,ATS_EDR,1.05,1.05,1.05,1.98,Pattern-matched from royalties product_description.
Bitdefender,DL17107A00D-EN-D,DL17107A00D-EN-D,ATS_EDR,1.05,1.05,1.05,1.76,Pattern-matched from royalties product_description.
Bitdefender,DL17107A00E-EN-D,DL17107A00E-EN-D,ATS_EDR,1.05,1.05,1.05,1.65,Pattern-matched from royalties product_description.
Bitdefender,SwO-3P-CYBR-SOLP-BDATSEDR,SwO-3P-CYBR-SOLP-BDATSEDR,ATS_EDR,1.05,,1.05,1.8,SwO ATS & EDR.
Bitdefender,,BP_2765_1Y_EDR_DR,ATS_EDR,,,,,Auto-mapped from BP invoice SKU family
Bitdefender,,BP_2765_90_EDR_DR,ATS_EDR,,,,,Auto-mapped from BP invoice SKU family
Bitdefender,,BP_2765_180_EDR_DR,ATS_EDR,,,,,Auto-mapped from BP invoice SKU family
Bitdefender,,BP_2765_EDR,ATS_EDR,,,,,Auto-mapped from BP invoice SKU family
Bitdefender,DL17106A00A-EN-D,Bitdefender Advanced Threat Security,BD_ATS,1.08,0.55,0.55,1.19,Bitdefender ATS 1-99 ep
Bitdefender,DL17106A00D-EN-D,Bitdefender Advanced Threat Security,BD_ATS,0.87,0.55,0.55,0.96,Bitdefender ATS 1000-4999 ep
Bitdefender,SwO-3P-CYBR-SOLP-SAAS-ADVTHRET,Bitdefender Advanced Threat Security,BD_ATS,,,0.55,1.1,Bitdefender ATS SwO
Bitdefender,DL17107A00A-EN-D,Bitdefender ATS & EDR,BD_ATS_EDR,1.8,1.05,1.05,1.98,Bitdefender ATS & EDR 1-99 ep
Bitdefender,DL17107A00D-EN-D,Bitdefender ATS & EDR,BD_ATS_EDR,1.6,1.05,1.05,1.76,Bitdefender ATS & EDR 1000-4999 ep
Bitdefender,SwO-3P-CYBR-SOLP-BDATSEDR,Bitdefender ATS & EDR,BD_ATS_EDR,,,1.05,1.8,Bitdefender ATS & EDR SwO
Bitdefender,CU-BITDFEDRMSPSECURE,Bitdefender EDR (MSP Secure),BD_EDR_MSP,3.2,1.47,1.47,3.2,Bitdefender EDR MSP Secure (CU)
Bitdefender,CW-BITDFEDRMSPSECURE,Bitdefender EDR (MSP Secure),BD_EDR_MSP,3.2,1.47,1.47,3.2,Bitdefender EDR MSP Secure (MP)
Bitdefender,AL1795A00A-EN-D,Bitdefender Cloud Encryption,BD_ENCRYPTION,,,,,Bitdefender Cloud Encryption 1-99
Bitdefender,CU-BITDF-CLD-ENCRYP,Bitdefender Cloud Encryption,BD_ENCRYPTION,1.05,0.4,0.4,1.05,Bitdefender Cloud Encryption (CU)
Bitdefender,3PARTYONPREMBTCDSCCW,Bitdefender Cloud Sec GravityZone,BD_GRAVITYZONE,0.68,0.4,0.4,1.54,Bitdefender Cloud Sec GravityZone -> GravityZone (MP)
